"pmid","label","txt"
"1255",26980466,0,"a female runner with a painful knee </s> </s> a 36 year old healthy woman presented with pain in her left knee </s> the x ray of this knee showed a lytic tumour </s> the mri scan also revealed this lesion which was highly suspicious for a giant cell tumour of the distal femur </s> she was treated in a specialised centre </s>"
"1256",25400477,1,"embolization of splenorenal shunt associated to portal vein thrombosis and hepatic encephalopathy </s> </s> hepatic encephalopathy he is a cognitive disturbance characterized by neuropsychiatric alterations </s> it occurs in acute and chronic hepatic disease and also in patients with portosystemic shunts </s> the presence of these portosystemic shunts allows the passage of nitrogenous substances from the intestines through systemic veins without liver depuration </s> therefore the embolization of these shunts has been performed to control he manifestations but the presence of portal vein thrombosis is considered a contraindication </s> in this presentation we show a cirrhotic patient with severe he and portal vein thrombosis who was submitted to embolization of a large portosystemic shunt </s> abstracttext hepatic encephalopathy he is a cognitive disturbance characterized by neuropsychiatric alterations </s> it occurs in acute and chronic hepatic disease and also in patients with portosystemic shunts </s> the presence of these portosystemic shunts allows the passage of nitrogenous substances from the intestines through systemic veins without liver depuration </s> therefore the embolization of these shunts has been performed to control he manifestations but the presence of portal vein thrombosis is considered a contraindication </s> in this presentation we show a cirrhotic patient with severe he and portal vein thrombosis who was submitted to embolization of a large portosystemic shunt </s> case report a 57 years old cirrhotic patient who had been hospitalized many times for persistent he and hepatic coma even without precipitant factors </s> she had a wide portosystemic shunt and also portal vein thrombosis </s> the abdominal angiography confirmed the splenorenal shunt and showed other shunts </s> the larger shunt was embolized through placement of microcoils and the patient had no recurrence of overt he </s> there was a little increase of esophageal and gastric varices but no endoscopic treatment was needed </s> since portosystemic shunts are frequent causes of recurrent he in cirrhotic patients portal vein thrombosis should be considered a relative contraindication to perform a shunt embolization </s> however in particular cases with many shunts and severe he we found that one of these shunts can be safely embolized and this procedure can be sufficient to obtain a good he recovery </s> in conclusion we reported a case of persistent he due to a wide portosystemic shunt associated with portal vein thrombosis </s> as the patient had other shunts she was successfully treated by embolization of the larger shunt </s>"
"1257",26554665,1,"a case of severe osteomalacia caused by tubulointerstitial nephritis with fanconi syndrome in asymptomotic primary biliary cirrhosis </s> </s> background primary biliary cirrhosis pbc is an immune mediated chronic cholestatic liver disease characterized by increased concentrations of serum igm and the presence of circulating anti mitochondrial antibodies </s> although bone diseases such as osteoporosis or osteodystrophy are commonly associated with pbc osteomalacia which is caused by abnormal vitamin d metabolism mineralization defects and phosphate deficiency has not been recognized as a complication of pbc </s> case presentation we report the case of a 49 year old japanese woman who complained of multiple fractures </s> hypophosphatemic osteomalacia was diagnosed from a low serum phosphorus level 1 25 dihydroxyvitamin d3 level high levels of bone specific alkaline phosphatase and the findings of bone scintigraphy although a bone biopsy was not performed </s> twenty four hour urine demonstrated a low renal fractional tubular reabsorption of phosphate increased fractional excretion of uric acid and generalized aminoaciduria </s> an intravenous bicarbonate loading test suggested the presence of proximal renal tubular acidosis rta </s> these biochemical data indicated fanconi syndrome with proximal rta </s> a kidney biopsy demonstrated the features of tubulointerstitial nephritis tin </s> the patient was also suspected as having primary biliary cirrhosis pbc because of high levels of alkaline phosphatase igm and the presence of anti mitochondrial m2 antibody though biochemical liver function was normal </s> sequential liver biopsy was compatible with pbc and the diagnosis of pbc was definite </s> after administration of 1 25 dihydroxyvitamin d3 neutral potassium phosphate sodium bicarbonate for osteomalacia and subsequent predonizolone for tin symptoms of fractures were relieved and renal function including fanconi syndrome was ameliorated </s> conclusion in this case asymptomatic pbc was shown to induce tin with fanconi syndrome with dysregulation of electrolytes and vitamin d metabolism which in turn led to osteomalacia with multiple fractures </s> osteomalacia has not been recognized as a result of the renal involvement of pbc </s> pbc and its rare complication of tin with fanconi syndrome should be considered in adult patients with unexplained osteomalacia even in the absence of liver dysfunction </s>"
"1258",26614480,1,"torsion of the gallbladder localized in right subphrenic space in a patient with liver cirrhosis </s> </s> we report a case of torsion of the gallbladder displaced under the right subphrenic space in a patient with liver cirrhosis </s> an 82 year old japanese woman was admitted to our hospital for acute pain in the right upper quadrant </s> clinical features suggested gallbladder torsion </s> she was under treatment for hepatitis c virus related cirrhosis at our hospital </s> abdominal ct showed the swollen fundus and body of the gallbladder under the right subphrenic space </s> emergency laparoscopic cholecystectomy was performed </s> intraoperative findings included a grossly necrotic gallbladder in the right subphrenic space with 360 clockwise torsion together with liver cirrhosis and localized peritonitis </s> the clinical features and imaging findings in this rare case of misplaced gallbladder in right subphrenic space resembled those described in typical strangulated gallbladder </s> the displacement was probably related to right liver lobe atrophy associated with liver cirrhosis </s> appropriate diagnosis and prompt surgical treatment are essential for a positive outcome </s>"
"1259",25024825,0,"preservation of facial nerve function repaired by using fibrin glue coated collagen fleece for a totally transected facial nerve during vestibular schwannoma surgery </s> </s> recently the increasing rates of facial nerve preservation after vestibular schwannoma vs surgery have been achieved </s> however the management of a partially or completely damaged facial nerve remains an important issue </s> the authors report a patient who was had a good recovery after a facial nerve reconstruction using fibrin glue coated collagen fleece for a totally transected facial nerve during vs surgery </s> and we verifed the anatomical preservation and functional outcome of the facial nerve with postoperative diffusion tensor dt imaging facial nerve tractography electroneurography enog and house brackmann hb grade </s> dt imaging tractography at the 3rd postoperative day revealed preservation of facial nerve </s> and facial nerve degeneration ratio was 9 at 7th postoperative day enog </s> at postoperative 3 months and 1 year follow up examination with dt imaging facial nerve tractography and enog good results for facial nerve function were observed </s>"
"1260",22890208,1,"successful antiviral therapy for hepatitis c virus induced cirrhosis after an increase in the platelet count with romiplostim two case reports </s> </s> thrombocytopenia is a common finding in patients with chronic liver disease related to hepatitis c virus hcv infection </s> interferon therapy may aggravate thrombopenia through the inhibition of platelet production leading to premature discontinuation of therapy dose reduction and viral relapse </s> the use of thrombopoietin agonists romiplostim and eltrombopag seem to be a useful way to increase the platelet count and facilitate interferon therapy in patients with a chronic hcv infection </s> here we report on the first two cases of patients with hcv related cirrhosis successfully treated for hcv infection following an increase in the platelet count with romiplostim </s> severe thrombocytopenia developed in both patients at weeks 22 and 12 of antiviral therapy respectively </s> considering the risk of relapse in the case of interferon dose reduction or early treatment discontinuation we initiated platelet growth factor therapy with romiplostim </s> this approach allowed us to maintain a reasonable platelet count gt 50 x 10<U+2079> l and completion of an anti hcv protocol without dose reduction achieving a sustained virological response </s>"
"1261",21287429,1,"dyspnea in a 45 year old man with liver cirrhosis </s> </s> history and admission findings during evaluation for a liver transplantation in a 45 year old man with alcoholic liver he complained of exertional dyspnea </s> he had grade 3 chronic obstructive pulmonary disease copd after nicotine abuse of 50 pack years </s> one and a half years earlier the patient had been treated for tuberculosis </s> investigations the diagnostic procedures showed a respiratory insufficiency with a po 2 of 52 mm hg </s> notable was a missing improvement of oxygenation after the supply of 100 oxygen </s> lung perfusion scintigraphy showed a shunt of about 14 a contrast medium echocardiography demonstrating a right to left shunt </s> these findings indicated that the patient had a hepatopulmonary syndrome </s> treatment and course the only causal therapy of a hepatopulmonary syndrome was a liver transplantation </s> however the tuberculosis diagnosed one and a half years earlier had not been treated adequately so that an antituberculotic therapy was essential before starting an immunosuppression </s> therefore the only option of treatment was to continue the long term oxygen therapy </s> as a matter of differential diagnosis and because of the intrapulmonary shunt a pulmonary venous disconnection for a shunt caused by tuberculous cavities or by the copd had to be taken into account </s> conclusion treating patients with advanced liver cirrhosis and dyspnea a hepatopulmonary syndrome must be taken into consideration </s> typically there will be found a right left shunt </s> in addition coexistent comorbidities as a reason for dyspnea have to be excluded </s>"
"1262",24940667,0,"fenofibrate increases serum creatinine in a patient with familial nephropathy associated to hyperuricemia </s> </s> background kidney function progressively deteriorates in patients with familial juvenile hyperuricemiac nephropathy fjhn omin 162000 and chronic renal disease is commonly associated to dyslipidemia </s> we report for the first time abrupt renal insufficiency in a patient with fjhn and hypertrygliceridemia following fenofibrate administration </s> case report a 53 year old man was diagnosed clinically with fjhn at age 24 years which was subsequently confirmed by genotypic analysis of the umod gene at age 40 years </s> his mother and two brothers suffered the disease </s> at that time renal size and function were normal as was his blood pressure and serum lipids </s> at age 34 years serum urate was mg dl and creatinine mg dl gfr 58 ml min 3 m2 </s> he was treated with allopurinol losartan and lovastatin </s> serum tg levels ranged between 150 and 250 mg dl </s> at age 52 years serum urate was mg dl creatinine mg dl ldlc 99 mg dl atorvastatin 40 mg d and tg 275 mg dl </s> fenofibrate 160 mg d was added </s> one month later serum creatinine increased to mg dl and tg decreased to 125 mg dl </s> he did not complain of muscle pain weakness or changes in urinary frequency or color and rabdomyolysis was discarded </s> fenofibrate was withheld and three months later serum creatinine decreased to baseline levels mg dl and tg increased to 197 mg dl </s> conclusion to our knowledge this is the first patient with fjhn in whom fenofibrate administration was associated to a further impairment in renal function not attributable to rabdomyolysis </s>"
"1263",24390157,1,"parkinsonian syndrome and ataxia as a presenting finding of acquired hepatocerebral degeneration </s> </s> the term quot acquired hepatocerebral degeneration quot ahd was coined to describe clinical entity distinct from genetically defined wilson disease </s> ahd is chronic neurological disorder characterized by extrapyramidal and neuropsychiatric symptoms accompanied with advanced liver disease with portosystemic shunts </s> in majority of ahd cases extrapyramidal symptoms appear in the presence of known liver disease </s> here we present a patient with subacute onset of bilateral asymmetric hypokinetic rigid syndrome and ataxia as initial presentation of liver cirrhosis </s> manganese toxicity have major role in ahd pathogenesis </s> failure of liver detoxification and presence of portosystemic shunting enables neurotoxic substance of manganese to avoid hepatic metabolism and to enter and accumulate in central nervous system </s> predilection brain regions for manganese deposits are globus pallidum gp and substantia nigra sn </s> characteristic mri findings of bilateral symmetrical hyperintensities of gp and sn on t1 weighted sequences supported the diagnosis of ahd in our patient </s> in addition increased t2 signal in dendate nuclei seen in our patient is rare radiological finding </s> so far no consensus guidelines regarding medical treatment of ahd exist </s> we initiated low dose levodopa treatment but failed to provide beneficial effect </s> in conclusion ahd is distinct clinical entity that should be included in differential diagnosis of both typical and atypical parkinsonian syndromes </s> furthermore our case highlights the importance of performing mri in patients with atypical parkinsonism </s>"
"1264",26437800,0,"experiencing functional electrical stimulation roots on education and clinical developments in paraplegia and tetraplegia with technological innovation </s> </s> cybernetics based concepts can allow for complete independence for paralyzed individuals including sensory motor recovery </s> spinal cord injuries are responsible for a huge stress on health and a financial burden to society </s> this article focuses on novel procedures such as functional diagnosis for paraplegics and tetraplegics cybertherapies toward lessening comorbidities such as cardiovascular diseases osteoporosis etc </s> and the production of new technology for upper and lower limb control </s> functional electrical stimulation reflects a unique opportunity for bipedal gait to be achieved by paraplegics and tetraplegics </s> education and training of undergraduates and postgraduates in engineering and life sciences have also been a major aim of this work </s>"
"1265",24234429,1,"refractory pruritus in primary biliary cirrhosis </s> </s> pruritus is a major symptom of primary biliary cirrhosis cholestatic autoimmune disease which affects mostly middle age women </s> often it can be severe and refractory to multiple treatments and mostly affecting the patient health related quality of life </s> intense pruritus can be itself an indication to liver transplantation in extreme cases leading to suicide </s> its physiopathology has not yet been fully elucidated but recent studies added the elevation of autotaxin and lysophosphatidic acid to the group of classic mechanisms already linked to cholestatic pruritus </s> in this case report we illustrate how ultraviolet b phototherapy appears to successfully control severe pruritus and contribute to the healing of pruritic skin lesions caused by intense scratching </s> there is limited medical literature concerning this therapeutic approach on cholestatic pruritus but we hope that further randomised controlled trials will successfully establish it as an effective treatment in the near future </s>"
"1266",26321846,0,"dental management of hypohidrotic ectodermal dysplasia a report of two cases </s> </s> ectodermal dysplasia ed represents a group of inherited conditions characterized by anomalies in two or more structures of ectodermal origin which can be presented as problems related to hair nail teeth sweat glands and sebaceous glands </s> based on clinical findings there are two major types of this disorder 1 hypohidrotic anhidrotic and 2 hidrotic ed </s> the anhidrotic hypohidrotic ed hed is the more severe form and is associated with more dental defects </s> this article presents with prosthetic rehabilitation including removable partial and complete denture and implant supported overdenture of two male children of a family presenting with hed </s>"
"1267",24970768,0,"first report of rangelia vitalii infection canine rangeliosis in argentina </s> </s> a 12 year old mixed breed neutered bitch from misiones argentina was presented with a history of fever and epistaxis </s> blood bone marrow and lymph node samples were collected for hematology and cytology </s> mild regenerative anemia was recorded and large round poorly stained piroplasms gt µm were found within erythrocytes in blood and lymph node smears </s> nested pcr rflp on blood and bone marrow samples was positive for piroplasm dna </s> the 18s rrna gene of piroplasms was targeted </s> a restriction pattern of a previously unreported piroplasm was observed </s> the pcr product was sequenced and the sequence obtained had 99 identity with the rangelia vitalii sequences from brazil when compared by blast analysis </s> further characterization of the detected piroplasm consisted of nearly full length sequencing 1668 bp of the 18s rrna gene of this organism </s> those sequences were deposited in genbank </s> a phylogenetic analysis indicated that they clustered together with r vitalii from brazil but separately from large babesia species of dogs such as babesia canis and from species of theileria of dogs as well </s> this is the first report of r vitalii infection in argentina and the first case of canine rangeliosis diagnosed outside brazil </s>"
"1268",27853068,1,"cases with refractory ascites and a delayed response to tolvaptan </s> </s> the patient was a 67 year old female with liver cirrhosis due to hepatitis c she was administered furosemide at 20 mg day and spironolactone at 25 mg day but the ascites did not improve </s> despite the additional administration of tolvaptan at 5 mg day the response to ascites was still poor </s> while the dose of tolvaptan was thereafter increased to mg day on the 7th hospital day the ascites still persisted </s> however she continued to receive tolvaptan mg day because the worsening of her subjective symptoms was mild and she wished to do so </s> the ascites was later found to have almost completely disappeared on computed tomography ct at 6 months </s>"
"1269",22425355,1,"peritoneal pseudomyxoma presenting as ascites in a patient with cirrhosis </s> </s> we present the case of a cirrhotic patient with ascites and an albumin gradient of less than g dl </s> after endoscopic tests including upper gastrointestinal endoscopic ultrasound guided fine needle aspiration exploratory laparoscopy was performed to provide the diagnosis revealing mucin throughout the peritoneal cavity and nodules on the parietal and visceral peritoneum </s> histopathological analysis established the diagnosis as peritoneal pseudomyxoma </s> this uncommon entity which has a poor prognosis without treatment is most frequently associated with mucinous tumors of the appendix and secondly with tumors of the ovary </s>"
"1270",21701444,1,"posterior reversible encephalopathy syndrome in the intensive care unit after liver transplant a comparison of our experience with the existing literature </s> </s> posterior reversible encephalopathy syndrome pres is a rare disease characterized by altered mental status seizures headache vomiting and visual disturbances most often described after transplantation and immunosuppressive therapy </s> pres is commonly first diagnosed by the neuroradiologist rather than the clinician as it is characterized by very typical magnetic resonance imaging mri features ie hyperintense lesions in the territories of the posterior cerebral artery </s> here we report our experience in the intensive care unit icu with a case of tacrolimus related pres after liver transplant presenting with sudden neurological deterioration and diffuse and massive hyperintensities upon brain mri </s> discontinuation of tacrolimus as prompted by the established literature permitted the patient to eliminate tacrolimus associated toxicity whereas its substitution with everolimus and mycofenolic acid allowed the maintenance of immunosuppression while avoiding acute organ rejection and reducing the dosage of corticosteroids </s> the lowering of blood pressure with drugs reported in the literature for use in pres proved to be effective but challenging requiring the use of multiple drugs and only slowly leading to proper control of hypertensive peaks </s> nonetheless hypertension management and supportive therapy allowed for a complete neurological restitutio ad integrum of the patient </s> in conclusion tacrolimus related brain adverse events need to be promptly recognized especially during the first months after transplantation </s> when tacrolimus related pres occurs immunosuppressive therapy may be safely and efficiently switched to everolimus and mycofenolic acid </s> this strategy may help not only to avoid acute organ rejection but also to reduce the dosage of corticosteroids which might interfere with proper control of hypertension </s>"
"1271",21519166,1,"esophageal sinus formation due to cyanoacrylate injection for esophageal variceal ligation induced ulcer bleeding in a cirrhotic patient </s> </s> intravariceal injection of n butyl 2 cyanoacrylate is widely used for the hemostasis of bleeding gastric varices but not routinely for esophageal variceal hemorrhage because of various complications such as pyrexia bacteremia deep ulceration and pulmonary embolization </s> we report a rare case of esophageal sinus formation after cyanoacrylate obliteration therapy for uncontrolled bleeding from post endoscopic variceal ligation evl ulcer </s> a 50 year old man with alcoholic liver cirrhosis presented with hematemesis </s> emergent esophagogastroscopy revealed bleeding from large esophageal varices with ruptured erosion and bleeding was initially controlled by evl but rebleeding from the post evl ulcer occurred at 17th day later </s> although we tried again evl and the injections of 5 ethanolamine oleate at paraesophageal varices bleeding was not controlled </s> therefore we administered 1 ml cyanoacrylate diluted with lipiodol and bleeding was controlled </s> three months after the endoscopic therapy follow up endoscopy showed medium to large sized esophageal varices and sinus at lower esophagus </s> barium esophagography revealed an outpouching in esophageal wall and endoscopic ultrasonography demonstrated an ostium with sinus </s> it is noteworthy that esophageal sinus can be developed as a rare late complication of endoscopic cyanoacrylate obliteration therapy </s>"
"1272",26045518,0,"unusual association of keratoconus with situs inversus and micronystagmus </s> </s> keratoconus is a bilateral non inflammatory ectasia of the cornea and the presentation is usually as an isolated condition </s> a few ocular and a number of systemic associations have been described </s> situs inversus of retinal vessels is a rare developmental anomaly due to anomalous insertion of optic stalk into the optic vesicle </s> in this case report we describe an unusual association of keratoconus with situs inversus and micronystagmus in a young man </s> an additional feature a blue dot cataract was also present </s> to the best of our knowledge such a conglomeration of multiple ocular features has not been described previously </s>"
"1273",25412598,0,"coexistence of the poems syndrome with hepatitis b a rare case report </s> </s> poems syndrome polyneuropathy organomegaly endocrinopathy monoclonal gammopathy and skin changes is a rare multisystemic disease of unknown pathogenesis </s> proinflammatory and proangiogenic cytokines play important roles in its pathogenesis </s> poems syndrome is a rare cause of ascites </s> until now the coexistence of poems syndrome and hepatitis b has not been reported </s> in this case report we present a 48 year old male patient who presented with malaise fatigue diarrhea and abdominal swelling </s> organomegaly endocrinopathy ascites skin changes and polyneuropathy were identified and we arrived at a diagnosis of poems syndrome </s> the patient was administered methylprednisolone 64 mg day lamivudine 100 mg day calcium g day and calcitriol ug day </s> the patient clinical manifestations had moderately resolved at the follow up visits </s> at the end of 6 months of follow up his ascites was minimally reduced and his neurologic manifestations had not lessened </s> the present case shows that accurate diagnosis is required for the management of patients with coexisting poems syndrome and hepatitis b </s>"
"1274",25318444,0,"transcutaneous approach for the removal of parotid gland stones </s> </s> salivary stones in the parotid gland can be treated with a wide range of methods </s> stones close to the opening of the duct can be easily removed through the oral cavity whereas the entire salivary gland may need to be removed if stones are located close to the parotid gland </s> in such cases surgical removal of the parotid gland may be lengthy and may produce facial nerve injury </s> we report a simple extraoral approach used for the removal of parotid gland stones located close to the parotid gland by precisely identifying the location of stones in 2 patients with parotid sialolithiasis </s>"
"1275",27055386,1,"persisting hepatitis e virus infection leading to liver cirrhosis despite recovery of the immune system in an hiv infected patient </s> </s> chronic hepatitis e has been described several times in strongly immunosuppressed hiv patients </s> we describe the persistence of hev infection in an hiv patient despite a restored immune response </s> this case demonstrates that hev infection can persist in formerly immunosuppressed individuals irrespective of the current immune status </s> persisting hev infection can lead to chronic inflammation and liver cirrhosis </s> physicians should be aware of the possibility of chronic hepatitis e even in patients that are not any longer immunocompromised </s> however ribavirin is an efficient treatment option </s>"
"1276",26192726,0,"leriche like syndrome as a delayed complication following posterior instrumentation of a traumatic l1 fracture a case report and literature review </s> </s> study design case report and review of literature </s> objective case report of an acute leriche like syndrome as an unusual complication after posterior transpedicular instrumentation of an l1 fracture </s> summary of background data injuries to the aorta after pedicle screw placement are rare </s> reports exist about acute hemorrhage erosions and pseudoaneurysm formation </s> methods a 47 year old female developed an acute occlusion of the infrarenal aorta after posterior transpedicular instrumentation of an l1 burst fracture </s> the patient presented with increasing sensation of hypothermia in both lower extremities and cyanosis of the toes as well as claudication like symptoms 15 days after the initial surgery </s> ct angiography showed bicortical placement of the left pedicle screw at l2 with perforation of the anterior cortex of mm and complete obliteration of the infrarenal aorta up to the bifurcation </s> results the patient was treated with resection of the aorta and implantation of a silver graft prosthesis </s> preoperative symptoms resolved immediately after surgery without reoccurrence </s> conclusion although rare the risk of iatrogenic injuries to the aorta during spine surgery exists several complications have previously been described </s> however this is the first report of an acute leriche like syndrome after posterior instrumentation of the spine </s> whereas bicortical pedicle screw placement in selected cases of posterior spinal instrumentation is intended one has to be aware of the possible risks as in our case where an acute aortic obliteration was observed </s> preoperative ct based planning of surgery and profound knowledge of the neurovascular anatomy is mandatory </s> level of evidence 5 </s>"
"1277",25624736,1,"preoperative trans jugular porto systemic shunt for oncological gastric surgery in a cirrhotic patient </s> </s> abdominal surgery in cirrhotic patients with portal hypertension is associated with high incidence of disease and mortality </s> in these patients oncological gastric procedures with lymph nodes dissection show much higher complication rates than in normotensive portal vein patients </s> thus normalization of portal vein pressure may be a favorable determinant factor to reduce complications </s> we report a case of a patient with hepatitis c virus related hepatic cirrhosis esophageal varices portal hypertension and gastric cancer </s> we demonstrated the efficacy of a preoperative trans jugular porto systemic shunt to perform oncological radical resection more safely </s> we retained preoperative the trans jugular porto systemic shunt in the patients with elevated portal pressure and gastric cancer to perform a gastrectomy more safely and to decrease morbidity and mortality of these cases </s>"
"1278",23582838,1,"ischemic cholangiopathy induced by extended burns </s> </s> ischemic cholangiopathy is a recently described entity occurring mainly after hepatic grafts </s> very few cases after intensive care unit icu for extended burn injury were reported </s> we report the case of a 73 year old woman consulting in an hepatology unit for a jaundice appearing during a hospitalisation in an intensive care unit and increasing from her leaving from icu where she was treated for an extended burn injury </s> she had no pre existing biological features of biliary disease </s> biological tests were normal </s> magnetic resonance imaging acquisitions of biliary tracts pointed out severe stenosing lesions of diffuse cholangiopathy concerning intrahepatic biliary tract mainly peri hilar </s> biopsie from the liver confirmed the diagnosis showing a biliary cirrhosis with bile infarcts </s> this case is the fourth case of ischemic cholangiopathy after extended burn injury concerning a patient without a prior history of hepatic or biliary illness and appearing after hospitalisation in intensive care unit </s>"
"1279",26495090,0,"persistent truncus arteriosus with intact ventricular septum clinical hemodynamic and short term surgical outcome </s> </s> introduction truncus arteriosus with intact ventricular septum is a rare and unique variant of persistent truncus arteriosus pta which usually presents with central cyanosis and congestive heart failure in neonate and early infancy </s> associated cardiac and non cardiac anomalies may affect morbidity and mortality of these patients </s> case presentation we describe clinical presentation echocardiography and angiographic features of a 7 month old boy with pta and intact ventricular septum who underwent surgical repair of the anomaly at our institution </s> operative findings surgical procedure and short term outcome are reported </s> conclusions while our patient had systemic pulmonary arterial pressure at the time of complete surgical repair it was improved after surgery </s>"
"1280",26603035,0,"kidney transplantation in infantile myofibromatosis and fibromuscular dysplasia a case report </s> </s> introduction we report what we believe to be the first case of a child affected by two rare vascular diseases complicated by kidney failure and successfully treated by kidney transplantation </s> case presentation a 3 year old caucasian girl with fibromuscular dysplasia and infantile myofibromatosis presented with arterial hypertension and renal failure </s> she received a deceased donor kidney transplantation distal to an iliac graft </s> the technical peculiarities of this transplantation are described as well as her favorable long term outcome </s> conclusion kidney transplantation may be considered in a patient with vascular diseases and a history of iliac surgery </s>"
"1281",22410070,1,"long term recurrence free survival after liver transplantation from an abo incompatible living donor for treatment of hepatocellular carcinoma exceeding milano criteria in a patient with hepatitis b virus cirrhosis a case report </s> </s> the early results of liver transplantations olt in patients with advanced hepatocellular carcinoma hcc were poor because of frequent tumor recurrence </s> however olt has significant theoretical advantage that it removes both the tumor and the organ that is at a risk of malignancy </s> the japanese law on organ transplantation limited the availability of cadaveric liver donors until its revision on july 17 2011 </s> abo incompatible olt was formerly contraindicated because performed anti a b antibodies on recipient endothelial cells raised the risk of antibody mediated humoral graft rejection </s> we have herein described four successful cases of steroid withdrawal among adult patients who underwent living donor olt from abo incompatible donors </s> in addition we transplanted a liver from a living donor into an abo incompatible recipient on august 9 2004 </s> the 55 year old man with hcc due to hepatitis b virus hbv a cirrhosis had a child pugh score of c and model for end stage liver disease score of 22 </s> two tumors greater than 5 cm exceeded the milan criteria </s> his des gamma carboxy prothrombin level was 6 mau ml and alpha fetoprotein 18 ng ml </s> antirejection therapy included multiple perioperative plasmaphereses and splenectomy with an immunosuppressive regimen consisting of tacrolimus methylprednisolone and mycophenolate mofetil </s> the maintenance dose of immunosuppression did not differ from that of abo identical cases </s> after transplantation we used intrahepatic arterial infusion therapy with prostaglandin e1 pg e1 </s> the patient had complications of portal vein thrombosis hepatic artery thrombosis and acute myocardial infarction which were treated by interventional radiology in the posttransplantation period </s> we controlled the hbsab titer by administering hepatitis b immunoglobulin and lamivudine 200 iu l doses for 1 year after olt and 100 iu l doses thereafter </s> as a result the patient achieved long term disease free graft survival without steroids </s> he currently has good liver function and leads a normal lifestyle </s> our results suggested the feasibility of controlling antibody mediated humoral rejection and other complications in living donor liver transplantations into abo incompatible adults via intrahepatic arterial pg e1 infusion splenectomy and plasmapheresis with regular immunosuppression </s> withdrawal of steroids hbv vaccination and lamivudine an nucleoside analog reverse transcriptase inhibitor have achieved long term 7 years survival without recurrent hbv infection or tumor </s>"
"1282",22117380,1,"fatal aeromonas sobria infection in liver cirrhosis </s> </s> aeromonas sobria infection is known to be very serious in immunocompromised hosts </s> we report a case of a sobria infection fatal in a subject with decompensated liver cirrhosis </s> a 63 year old man with liver cirrhosis admitted for fever and vomiting developed a necrotizing soft tissue infection in the right lower leg </s> despite a decompression incision in the affected limb and intensive care he died of sepsis one day after surgery </s> a sobria was detected afterward in a blood culture </s>"
"1283",23814122,1,"diagnostic value of anti gp210 antibodies in primary biliary cirrhosis a case based review </s> </s> primary biliary cirrhosis pbc is an autoimmune liver disease characterised by chronic cholestasis usually associated with antimitochondrial antibodies </s> moreover several types of antinuclear antibodies have been associated with primary biliary cirrhosis </s> we describe an 83 year old man in whom the exploration of a chronic cholestasis led to the diagnosis of primary biliary cirrhosis despite negative antimitochondrial antibodies regarding the presence of anti gp210 antibodies </s> found in 25 of patients these antinuclear antibodies must be sought before a strong suspicion of primary biliary cirrhosis with antimitochondrial antibodies negative as they are highly specific of the disease </s> they are generally associated with a more aggressive form of pbc </s>"
"1284",26307239,0,"dyspareunia in a teenager reveals a rare occurrence retroperitoneal cervical leiomyoma of the left pararectal space </s> </s> background retroperitoneal uterine leiomyoma is a very rare occurrence and to discover it as a cause of female sexual dysfunction in a teen is unusual </s> case an 18 year old black woman reported deep dyspareunia resulting in severe distress </s> gynecological and instrumental examinations showed a pelvic mass of 7 cm in diameter </s> the preoperative diagnosis was uterine fibroid but the exact location of the leiomyoma was uncertain </s> laparoscopic examination showed a pedunculated retroperitoneal cervical leiomyoma in the left pararectal space </s> after surgical excision of the mass normal sexual activity was restored </s> summary and conclusion when a teen experiences pain with intercourse pelvic masses should be part of differential diagnosis of dyspareunia </s>"
"1285",25000133,0,"frequency of family meals and 6 11 year old children social behaviors </s> </s> family meals are regarded as an opportunity to promote healthy child development </s> in this brief report we examined the relationship between frequency of family meals and children social behaviors in 6 11 year olds </s> the 2007 us national survey of children health nsch provided data on the frequency of family meals in a sample of 6 11 year old children n 24 167 </s> the following social behavior indicators were examined child positive social skills child problematic social behaviors child engagement in school and parental aggravation with the child </s> individual logistic regression analyses were calculated in unadjusted and adjusted models </s> on average families had meals together per week </s> in adjusted models more frequent family meals increased the odds of child positive social skills or 8 95 ci 2 6 and child engagement in school or 1 95 ci 6 5 and decreased the likelihood of child problematic social behaviors or 2 95 ci 7 8 </s> there was no association between frequency of family meals and parental aggravation with the child or 8 95 ci 3 4 </s> findings support the promotion of family meals to benefit children development of healthy social behaviors </s>"
"1286",25497621,0,"multiple cerebral cavernous haemangiomas in a woman with visual hallucinations </s> </s> cerebral vascular malformations is a common condition though it remains clinically silent in the vast majority of patients </s> symptoms comprise seizures headaches focal neurological deficits and unconsciousness due to major cerebral haemor rhage </s> a 31 year old woman was referred for assessment of intermittent visual hallucinations headache and dizziness </s> a magnetic resonance imaging of the brain revealed multiple supra- and infratentorial cavernous haemangiomas </s> the woman suffered from simple focal seizures with visual hallucinations every twenty minutes </s> the biggest haemangioma was surgically removed and the epileptic condition was treated with drugs </s>"
